formula,space_group
Mg1Co3C1,221
Np1Si3,221
Gd1Tl3,221
In1Pt3,221
Sc1In3,221
Tb1Hg1,221
Ca1Pb3,221
Na1Pb3,221
La1In1,221
Lu1Tl3,221
Nd1Pb3,221
Ce1Tl3,221
Th1Tl3,221
Zr3In1,221
La1In3,221
Ce3Sn1,221
Dy1Mg1,221
Tm1In1,221
Pd3Pb1,221
Eu1B6,221
Fe1Co1,221
Pr1In3,221
La3In1,221
Ce1Pd3,221
Tb1In3,221
Pr1Pb3,221
U1In3,221
Sn1Pt3,221
Ce3In1,221
Pr3In1N1,221
La3In1N1,221
Ni3Ge1,221
Y3Pb1C1,221
Sc3Pb1C1,221
Pu1Pd3,221
Pr3In1O1,221
Tb1Pb3,221
Sr1Pb3,221
Tm1In3,221
Nd1In3,221
Sm3In1,221
Sc1Al3,221
In1Pd1,221
Hf1Ir3,221
Ti1Zn3,221
Ca1Pd1,221
Er1Al3,221
Ce1B6,221
Th1Pb3,221
Zr1Ru1,221
Ce3Tl1,221
Gd1Pd3,221
Yb1Pb3,221
Ho1In3,221
La1Pb3,221
Nd3In1,221
Pu1Ge3,221
Ho1Rh1,221
Sm1Zn1,221
Dy1Ag1,221
Pd34Se30,221
Ti1Re1,221
Fe1Pd3,221
Lu1Mg1,221
Ba1Hg1,221
Rh34S30,221
Lu1Pd1,221
Sc1Co1,221
Y1Rh3C1,221
Lu1Cd1,221
Dy1Pd1,221
Gd1B6,221
Er1Mg1,221
Th1Ru3C1,221
Ho1Zn1,221
Tm3Pb1C1,221
Cu3Au1,221
Yb1Ag1,221
Ho1Rh3C1,221
Tb1Ag1,221
Y1In1,221
Al1Fe3C1,221
Zr1Co1,221
Zr1Rh3,221
Dy1Zn1,221
Nb3O3,221
Li1Pb1,221
Tm1Zn1,221
Dy1Rh1,221
Nd1Pd3,221
Dy1Cu1,221
Tm1Pt3,221
Er1Rh1,221
Yb1Pd3,221
Y1Tl3,221
Y1Hg1,221
Y1Pt3,221
Dy1Tl3,221
Sr1B6,221
Li1Ag1,221
Er1Tl3,221
Sr1Tl1,221
Dy1Hg1,221
Ga1Rh1,221
Yb1In1,221
Ti1F3,221
Dy1Pt3,221
Er1Hg1,221
Y1Ag1,221
Sm1Ag1,221
Sm1Sn3,221
Gd1Zn1,221
Tm1Cd1,221
Th1Rh3,221
Y1Zn1,221
Lu1Hg1,221
Pr1Ag1,221
V1Tc1,221
Yb1Hg1,221
Yb1Pd1,221
Sm1Mg1,221
Dy1In1,221
Al1Ni3,221
U1Ge3,221
La1Zn1,221
Er1Ag1,221
Gd1Mg1,221
Ta1Ir3,221
Al1Fe1,221
Cs1Au1,221
Sc1Pd3,221
La1B6,221
Ho1Ga3,221
Mg1Ag1,221
Er1Ir1,221
Cs1Sn1Br3,221
Ca3As1Br3,221
Tb1Pd3,221
Yb1Sn3,221
Be1Co1,221
Ho1Ag1,221
Sc1Pd1,221
Tm1Ag1,221
U1Si3,221
Hf1Ru1,221
Lu1Al3,221
Ca3As1Cl3,221
K3Br1O1,221
K3I1O1,221
Er1Pd3,221
Al1Co1,221
Na3Cl1O1,221
Ca1Tl1,221
La3In1C1,221
Ti1Os1,221
Ca3Sn1O1,221
Ba3Pb1O1,221
Ba3Sn1O1,221
Ca3P1Cl3,221
Dy3Al1C1,221
Ho3Al1C1,221
Y1B1Rh3,221
Cs1Ca1Br3,221
Ba1Nb1O3,221
In1Ag3,221
Rb1Au1,221
Sr1Cd1,221
Ti1Fe1,221
Ho1In1,221
Pa1Ir3,221
Mg1Pt3,221
Pa1Rh3,221
Sm1Pt3,221
Zn1Pt3,221
Sc1Ru1,221
Tb1Tl1,221
La1B1Rh3,221
Sc3In1N1,221
Dy3In1N1,221
Ho3In1N1,221
Er3In1N1,221
Mn1V1,221
Ba1Sn1O3,221
Dy1B1Rh3,221
Ti3Al1C1,221
Sc1Al1,221
K1Mg1F3,221
Tm1Pd1,221
Sm1Pd3,221
Nd1B1Rh3,221
K1Ta1O3,221
Al1Rh1,221
Rb1Ca1F3,221
Yb1B1Rh3,221
La3Tl1,221
Ho1B1Rh3,221
Lu1B1Rh3,221
U1O3,221
Pr1Sn3,221
Er1B1Rh3,221
Lu1Rh1,221
Ba1Zr1O3,221
Tb1B1Rh3,221
Er1Pb3,221
Er1Ga3,221
Sc3Al1C1,221
K1U1O3,221
Mn1Rh1,221
Yb1B6,221
Sc3Tl1C1,221
Th1Sn3,221
Sm1Rh1,221
Mg1Au1,221
Rb3Au1O1,221
Y3Al1C1,221
La3Al1N1,221
Mn3Al1C1,221
Pr1Zn1,221
Sc1Pt3,221
Lu1Ga3,221
Sm1B1Rh3,221
Mg1Pd1,221
Ce1B1Rh3,221
Gd1Ir3,221
Pu1Rh3C1,221
Sr1Fe1O3,221
Tm1Tl1,221
Pr1B1Rh3,221
Ca1Tl3,221
Ba1Cd1,221
Li1Eu1H3,221
Sr1Hg1,221
Tb1Rh3C1,221
Al1Ru1,221
Gd1Ag1,221
Tm1B1Rh3,221
Rb1V1F3,221
K1Cu1F3,221
K1V1F3,221
Ba4Au8F48,221
K9U6Bi1O24,221
Rb1Mn1F3,221
Y1Pd3,221
Cs1Hg1F3,221
Yb1Rh1,221
Cs1Yb1Br3,221
Er1Rh3C1,221
Nd1Tl3,221
Pm1Mg1,221
Sc1B1Rh3,221
Ce3Pb1,221
Yb1Tl3,221
Zr1Zn1,221
Dy1Ga3,221
Nd1Tl1,221
Sm1Cd1,221
Fe3Rh1N1,221
Eu1Cd1,221
Pu3Sn1,221
Cu3Pd1,221
Gd3Al1C1,221
Pu3Ge1,221
K1Zn1F3,221
Ti1Ru1,221
Fe13Ge3,221
Fe9Co7,221
Ti1Co3,221
Gd1Cu1,221
Y1Mg1,221
Mn3Ga1N1,221
Ce4Si14Rh30,221
La1Sn3,221
Sc1Rh3,221
Gd1Au1,221
Gd3In1N1,221
Ce3Cd33,221
Eu1H3Pd1,221
Ti3Sn1H1,221
Pr1Cd1,221
La1Pd3,221
Zn1Rh1,221
Rb1Cd1F3,221
Rb1Yb1F3,221
Sm1B6,221
Ce1Hg1,221
Cs1Ca1F3,221
Sc1Ru3C1,221
La3Tl1C1,221
Sn1Pd3,221
Tb1Cd1,221
La1Hg1,221
Rb1Hg1F3,221
K1Hg1F3,221
Eu1Hf1O3,221
Eu1V1O3,221
Yb1Al1O3,221
Tm1Al3,221
Dy1Cd1,221
La1Cd1,221
Lu1Pt3,221
Sr3Sn1O1,221
Dy1Pd3,221
Ga1Ni3,221
Tm1Tl3,221
Ti1Co1,221
Si1Ni3,221
Tb1Zn1,221
Cs1Yb1F3,221
Cs1Cd1F3,221
Er1Pd1,221
Ba1Pa1O3,221
Ba1Np1O3,221
Sc3Ga1C1,221
Sc3In1C1,221
Ac1Fe1O3,221
Li1Pt3,221
Li1Pd3,221
Ac3Sn1,221
Pa1Ga3,221
Pa1In3,221
Pm3Ge1,221
Pa1Ge3,221
Pa1Si3,221
Pa1Tl1O3,221
Pa3Si1,221
Pa3Sb1,221
Pa3Te1,221
Pa3Ge1,221
Pm1In3,221
Pm1Pd3,221
Pm1Rh3,221
Pm1Sn3,221
Pm1Tl3,221
K1Pu1O3,221
Ac1Cu1O3,221
Pa1Co3,221
Zn1Ag3,221
Ac1Mn1O3,221
Ca1B6,221
Na1Pa1O3,221
Eu1Ge1O3,221
U1Tl1O3,221
Yb1Ge1O3,221
Cr1Pd3,221
Lu1Rh3,221
Ac1Ti1O3,221
Ac1Cr1O3,221
Ac1Ag1,221
Ac1Mg1,221
Er1Cd1,221
Li1In3,221
Pm3Sn1,221
Pm3Si1,221
Pm3Pb1,221
Pm3Tl1,221
Sm1Pb3,221
La1Bi3,221
Ta1Ru3,221
La3Pb1,221
Np1Sn3,221
Sc1Pt1,221
In1Rh1,221
Y1Cd1,221
K3Au1O1,221
Co1Pt3,221
Sc1Ga3,221
Li1Tl1,221
Nb1Zn3,221
Ba1B6,221
Tm3Pb1,221
U3Ge1,221
K1Tc1O3,221
Pa1Fe3,221
Rb1Bi1O3,221
Na1In3,221
Na1Pu1O3,221
Lu1In3,221
Na1Tc1O3,221
Pa1Ag1O3,221
Be3Tc1,221
Zr3Tl1,221
Y1Ga3,221
Tm1Pd3,221
Be3Fe1,221
Tm1Cu1,221
Na3Br1O1,221
Zn1Cu1,221
Y3Tl1C1,221
Ba1Hf1O3,221
Mg1Tl1F3,221
Tl1Zn1F3,221
Tl1Ni1F3,221
Mn1Tl1F3,221
Tl1Pd1F3,221
Pd3Au1,221
Dy3In1,221
Cd1Ag1,221
Pd1Au3,221
Tl1Cu1F3,221
Mg1Sc1,221
Ho1Al3,221
Ni3Pt1,221
Ni3Sn1,221
Fe15Co1,221
Al1F3,221
Sr1Ti1O3,221
Np1Al3,221
Sr1Bi3,221
Y1Pb3,221
Ta1Zn3,221
Be1Cu1,221
Eu1B1Rh3,221
Eu1Pd3,221
Pm1As3,221
Tl1Hg1,221
Ba1Zn1,221
W1O3,221
Ho3In1,221
Pr3Tl1,221
Sm1Rh3C1,221
Ag3Au1,221
K1Mn1F3,221
Yb1Au1,221
Sr8Mn1Fe7O24,221
Sm3Al1C1,221
Tm3In1,221
Eu1Bi3,221
Rb3Br1O1,221
Ba3Bi1P1,221
Er3In1,221
Lu3In1,221
Ag1Au3,221
Cs1Sr1F3,221
Ba1Sr7Fe8O24,221
Zn1Co3C1,221
Ba8Sr1B6N12,221
Cs1Sn1Cl3,221
Cd1Au1,221
Yb1In3,221
Ba1Sr7Ti8O24,221
Ca1Zn1,221
Li3Mg1,221
Pt3Rh1,221
V1Os1,221
Yb1Mg1,221
Gd3Ga1C1,221
Tm1Rh3,221
Fe3Ge1,221
Cs1Pb1F3,221
Co1F3,221
Pt1Rh3,221
Ti1Pt3,221
Hf1Pt3,221
Np1Co3,221
Li1Cu3,221
Pr3Y1,221
V1Co3,221
Ti1Be1,221
Cr3Ir1N1,221
Li1Ag3,221
Mn3As1N1,221
Dy1Al3,221
Sb1Rh3,221
Tl3Sb1,221
Sc3Hg1,221
Cu1Au3,221
Cs1Eu1Cl3,221
Cs1Pd1Br3,221
La1Al1O3,221
K3Hg33,221
Np1B6,221
Cs1Pb1Cl3,221
Nd3Lu1,221
Tm1Mg3,221
Cs1Cd1Cl3,221
Pm3Y1,221
Mg1Ni1H3,221
La1Re1N3,221
Li1Ga3,221
Sc3Sn1B1,221
Li9S3N1,221
Al1Cu3,221
Pr3Er1,221
Ti3In1N1,221
Nb1Ir3,221
Sc3In1,221
Ac1Pd1O3,221
Ni3Sb1,221
Rb1Cu1F3,221
Nb1Rh3,221
Nd3Ho1,221
Nd3Dy1,221
Ti1Pd3,221
Pm3Gd1,221
Sr3Ca1,221
V1Pt3,221
Eu1Ti1O3,221
Pm3Er1,221
Y1Al1,221
Ga1Ru1,221
Zr4B1N3,221
Sr7Ca1Ti8O24,221
Ti3Zn1,221
Rb1Cu1Br3,221
Ir1Rh3,221
Pr3Dy1,221
Th1Pt3,221
Sr1Cu1O3,221
Nd1Sm3,221
Na3Tl1,221
Pm1Sm3,221
Si1Ru1,221
Tm1Au1,221
Nd3Sm1,221
Sr3Bi1As1,221
Pm3Sm1,221
Pm3Dy1,221
Lu3Al1,221
Pr1Sm3,221
Mg1Pd3,221
Lu1Mg3,221
Sm3Er1,221
Pa3Al1,221
Ta1Co3,221
Mn1Be3,221
Sm3Tm1,221
Pm1Nd3,221
Th1Bi1,221
Al1Bi1O3,221
Sm3Ho1,221
Sm3Dy1,221
Pr3Sm1,221
Fe1F3,221
Hf3Pb1,221
Mg3Tl1,221
Mg3Sn1,221
Na1Hg3,221
V1Pd3,221
Zr3Cd1,221
Sr4As8F48,221
Al1Pt3,221
Cs1Ca1H3,221
Eu1Nb1O3,221
Pr3Sn1,221
Cd1Pt3,221
Hf3Sn1,221
Cs1Ge1Br3,221
Rb1Np1O3,221
Cs1Sr1Cl3,221
Ir3Rh1,221
Y1Al3,221
Tb1Al3,221
Ti3In1,221
Ga1Pt3,221
Pm3Al1,221
Sr1Nb1O3,221
Nb1Co3,221
Y1Cu1,221
K1Cu1Cl3,221
Hf1Pd3,221
Er1Au1,221
Mg1Ni3C1,221
Sr1Ca3,221
Na1Ta1O3,221
Mg1Au3,221
Pa1Al3,221
Sr8Fe7Co1O24,221
Ba1Li1F3,221
V1Rh3,221
Mg1Cd3,221
Ce1Al1O3,221
Ba1Bi3,221
Mo1F3,221
Y1Ir1,221
Eu1Mg1,221
La1Nd3,221
La1Pr3,221
Tl1Cu1Cl3,221
Ho1Au1,221
Nd1Rh3C1,221
Ce3Al1,221
Ti3Al1N1,221
Tb1Sn3,221
Zr1Pt3,221
Pr1Rh3C1,221
Pr3Pb1,221
Nd1Pt3,221
Yb1Bi3,221
Rb1Ca1H3,221
Fe11Si5,221
Pr1Al1O3,221
Dy1Au1,221
Ce3Ga1Br3,221
Li3Br1O1,221
Pm1Dy3,221
Yb1Nb1O3,221
Cd1Pd3,221
Ti3Tl1C1,221
U3Si1,221
Sr3Cd1O4,221
Tl2F3,221
Nd1Dy3,221
Cs1Pb1Br3,221
Ca1Yb3,221
La8Al7Ga1O24,221
Co1Ni3,221
Mg3Cu1O4,221
Y1Sn3,221
Ce8Al1Pd24,221
Tl3Hg1,221
Ba3P1N1,221
Nd1Y3,221
Pr1Dy3,221
Hg1Pd3,221
Eu1Sn1O3,221
Tb3Ho1,221
Mg1Ga3,221
Eu1B1Pd3,221
Tb1B6,221
Gd1Al1,221
Eu1Tc1O3,221
Ca3Au1N1,221
Al1Co3C1,221
V1Fe1,221
Al1Os1,221
Sc3Sn1,221
Tb1Au1,221
Ba3Hg33,221
Y1Au1,221
Nd1Gd3,221
Ba1Bi1O3,221
Ag3Hg1,221
Ce8Ga1Pd24,221
Sm3Ga1C1,221
Pm1Ho3,221
Tb3Y1,221
Sc3Al1,221
Zr3Ga1,221
Cs1U1O3,221
Tb3Tm1,221
Rb1Mg1F3,221
Ir3Os1,221
Cs1Sn1I3,221
U1Al3,221
Li1Hg3,221
Sm1Y3,221
Zn1Ni3,221
Ca1Bi3,221
V1Ir3,221
Zr1Al3,221
Tb3Lu1,221
Zn1Fe3C1,221
Sr1Mg1,221
Cr3Ga1N1,221
Mg1Ag3,221
Hf1Al3,221
Pr1Ho3,221
Ca3Tl1N1,221
Rb1Ca1Br3,221
Mn3Pd1N1,221
In1Pd3,221
La1Cu1O3,221
Dy1Al1,221
Ba1Sc1O3,221
K1Ca1F3,221
Pr1Cu1O3,221
Dy3Ho1,221
Nd1Ho3,221
Ac1Sc1O3,221
Sc1Ni3,221
Mg3Hg1,221
Zr1Hg3,221
Cd1Ni3C1,221
Ti1Al3,221
Ho1Sn3,221
Ce3Al1O1,221
Ba1Pu1O3,221
Cd3Pd1,221
Pm1Er3,221
Tb1Al1,221
Zr1Pd3,221
K1Hg3,221
Al3Zn1,221
Tb1Ho3,221
Dy3Er1,221
Nd1Er3,221
Ca3Mg1,221
La7Y1Al8O24,221
La3Al1,221
U1Sb1,221
Ca3Ge1O1,221
K1Cd1F3,221
Mg1Ti3H8,221
Ce8Sn1Pd24,221
Zn3Co1,221
Ba1Pd1O3,221
Nd3Al1C1,221
Dy1Ho3,221
Ba6Ni25S27,221
Dy3Y1,221
Pm1Gd3,221
Pr1Er3,221
La8Mg1Al7O24,221
Mg3Cd1,221
Ce1Sb3,221
Tb1Y3,221
Sr1Yb3,221
Cr3Rh1N1,221
Nd1Al1O3,221
K1Rb3,221
Li3Cl1O1,221
Tb3Al1,221
Gd1Y3,221
Ce1Zn1,221
Pm1Tm3,221
Zn1Pd3,221
Er1Sn3,221
Mg1Zr3,221
Tl1Pd3,221
Ba3Sb1P1,221
Yb1Ta1O3,221
Ce8Sb1Pd24,221
Dy3Tm1,221
Nd1Tm3,221
Y1B6,221
Sm1Tm3,221
Sm1Cu1,221
Ho3Er1,221
Co3W1,221
Dy1Sn3,221
Mn1Tl1Cl3,221
Dy3Al1,221
Yb1Pt3,221
Al3Ga1,221
Li1Mg3,221
Ac3Yb1,221
Pd4Rh30S30,221
Ag3Pt1,221
Ho1Pd1,221
Y1Ho3,221
Pu1Al3,221
Tl3In1,221
K1Cu24Ag9H48Pb26Cl62O48,221
Sr8Rh5,221
Gd3Er1,221
Mg3Bi1,221
Mg3N1F3,221
Pu1Bi1,221
Tl3Cd1,221
Nd3Al1,221
K1Pd1F3,221
Ce8In1Pd24,221
Ho1Th3,221
Ba1Ta1O3,221
Ce8Ge1Pd24,221
Ca3Sb1As1,221
Mn3Sn1N1,221
La1Y3,221
Ba1Eu1O3,221
Cs1I1,221
Pu1As3,221
Cs1Cd1Br3,221
Nb1Os3,221
Li1Mg8Si4,221
Mn1Ni1,221
Cs1Bi1O3,221
Tm1Th3,221
Ba3Bi1As1,221
Ba1Yb3,221
Tb1Th3,221
Cs1Hg1Cl3,221
Pt3Pb1,221
Sr3Ca1O4,221
Cd1Co3N1,221
Mn3Sn1C1,221
Sr3Eu1,221
Ca3As1P1,221
La3Al1C1,221
Ga1Ni1,221
Dy1Th3,221
Lu1Th3,221
In3Sn1,221
Gd3Y1,221
Sm1Al1,221
Cu1Ag1F3,221
Na1Os1O3,221
Cd3In1,221
La1Ni1O3,221
Sc3Tl1B1,221
Dy1B6,221
Rb1Pb1F3,221
Mg1Zn1,221
Zn1Ga3,221
Tl1Tc1O3,221
K3Na1H4,221
Pr3Al1,221
Ti3Tl1N1,221
Mg1In3,221
Ba3Sr1O4,221
Al1Pd3,221
K1Re1O3,221
Sr1Ru1O3,221
Rb1Eu1Cl3,221
K1Hf1O3,221
Sr1V1O3,221
Ti3Sn1,221
Rb1Pb1Cl3,221
Fe1Ir3,221
Al1Pd1,221
K1Os1O3,221
Yb3Mg1,221
Tb3Sc1,221
Yb1Ru3C1,221
Ba3Ca1,221
Cs1Pb1I3,221
In3Bi1,221
Sc1H4Pd3,221
Mg3Ga1,221
Ta1Ag1O3,221
Si1Os1,221
Na8Ta7V1O24,221
Sr1Ca3O4,221
Th3Pb1,221
Ga1Pd3,221
Hf1Pb1O3,221
Sr1Ni1O3,221
Cs1Br1,221
La3Mg1,221
La3Cd1,221
K3Na1,221
Ca3Pb1,221
Rb1Pd1F3,221
Gd3Ga1,221
Rb1Sr1Cl3,221
Cs1K3,221
Na1Nb1O3,221
Rb3Cl1O1,221
Rb1Ir1O3,221
Cs1Hg1Br3,221
Na1Mg1F3,221
Co4N1,221
Ba1Ce1O3,221
Na1Re1O3,221
Zn1Ni3C1,221
Ru1Rh3,221
Co1Pd3,221
Ba3Yb1,221
Ce8Pd24Pb1,221
Nd1Al1,221
Cu3As1,221
Hf1Ir1,221
Sm1Th3,221
Np1Al1O3,221
Sr3Sb1As1,221
Cu3N1,221
Rb1Pd1Cl3,221
Pm1Th3,221
Co3Mo1,221
Ba1Pb3,221
Mg1Ni3B1,221
Mg1Hg3,221
Ba1Sr3O4,221
Pr1Cr1O3,221
Mg1Ni1,221
Sm1Au1,221
Mg3Al1,221
Fe1Co3,221
Tl1Br1,221
La3Ga1,221
K1Ca1Cl3,221
Zr1Cu1,221
In1Ni3,221
Bi1,221
Ca3Sn1,221
Zr1Rh1,221
K1Au1Br3,221
Rb1Au1Br3,221
Te1,221
Yb1Pr3,221
Tl1Cl1,221
Ta3Pt1,221
Ca1Sn1O3,221
Cs1Na7Ta8O24,221
La1Rh3C1,221
Sr1Sn1O3,221
Cs1Cl1,221
Sr3Hg33,221
Mg1Zn3,221
Mn1Co3,221
Sr1Al1O3,221
Yb3Pb1,221
Ti1Ni1,221
K1Na3H4,221
Ti1Cd1O3,221
Nd1Th3,221
Sr1Mn1O3,221
Gd3Dy1,221
Ce1Pa3,221
Rb1I1,221
Cr1Pt3,221
Cs1Yb1H3,221
Ho1B6,221
Eu1Mn1O3,221
Mg3Zn1,221
Sb1,221
Pr1Al1,221
Y3Al1,221
Eu1Al1O3,221
Ga3Sn1,221
Li1Cu3O3,221
Ba3Si1O1,221
Cs1H1,221
Pr1Pt3,221
Ca1Fe1O3,221
Cs1Pd1Cl3,221
Tl1I1,221
Mg3Zr1,221
Mg1Sn3,221
Sr1In3,221
Li1Mg3O4,221
Ca3Eu1,221
Ga1Fe3N1,221
Cs1Au1Br3,221
La1Os1N3,221
In1Ga3,221
Zn1Ag1F3,221
Rb1Au1Cl3,221
Nd1Ga3,221
Ca3Cd1,221
Pr3Al1C1,221
Nd1Au1,221
Eu3Mg1,221
Th1Bi3,221
Rb1Br1,221
U1B1Rh3,221
Nd3Mg1,221
Na1W1O3,221
Sr1Sn3,221
Ca1Mg3,221
Ba3Bi1N1,221
Ce1As3,221
Rb1Ta1O3,221
Ac1Y3,221
Pr1Au1,221
Cs1Mg1F3,221
Co3Sn1C1,221
Sr1Co1O3,221
Eu1Rh3C1,221
Sr1Ta1O3,221
Pr3Ga1,221
Sb1Pd3,221
Mn3Ni1N1,221
Hf1Pd1,221
Rb1Cl1,221
Nd3Eu1,221
Mn3Ge1C1,221
La1Pt3,221
K1Au1Cl3,221
Mg64Si31Bi1,221
Cr1Co3,221
K1Zr1O3,221
Nd3Ga1,221
Ag4Rh30S30,221
La1Ce3,221
Er1B6,221
Fe3W1,221
Ca1Ti1O3,221
Ba3Sb1As1,221
Sr1Eu3,221
Fe3Sn1C1,221
Ba3Na1,221
Na1Ru1O3,221
Li1Tc1O3,221
Ac1Dy3,221
Rb3Na1H4,221
Tl3Au1,221
Ba3Sn1S4,221
La7Sc1Al8O24,221
K1Ni1F3,221
Ce1Er3,221
Mn3In1C1,221
Gd1Th3,221
Th3Pa1,221
La1Ti1O3,221
Yb1Ni1O3,221
Ce1Ho3,221
K1Pb3,221
Ba1Tm1O3,221
Fe4N1,221
K1I1,221
Mg3Sb1,221
K1W1O3,221
Eu1Ni1O3,221
Cs1Au1Cl3,221
Rb1Fe1Cl3,221
Th3Mg1,221
Ti3Hg1,221
Nb1Ag1O3,221
Np1Te1,221
Zr1Pd1,221
Al3Ag1,221
Ag1Pt3,221
Lu3Cd1,221
Ga3Bi1,221
Eu1Cu1,221
K1Br1,221
Cs1Pd1F3,221
Yb1Tc1O3,221
Mo3Pt1,221
Al1Cu1,221
In1Ag1,221
Sr3Mg1,221
Ba1In1O3,221
Mn1Co3C1,221
Ac1Er3,221
Ce1Y3,221
Pu1Ti1O3,221
Sb1Au3,221
K3Cd1,221
Cd1Cu3,221
Be1Ni3,221
K3Tl1,221
Rb3Hg1,221
Sr1Pu1O3,221
Ce1Sm3,221
Yb3Cd1,221
Eu1Cr1O3,221
Ba7Sr1Cu8O24,221
K1Cl1,221
Sm3Eu1,221
K1Rh1O3,221
Cr3Pd1N1,221
Ni3Sn1N1,221
Tb1Pt1,221
Ce1Gd3,221
Mg3In1,221
Ba1Cu1O3,221
Tm1B6,221
Na3Ca1,221
Y3Mg1,221
Ce1Mg3,221
Ba6Co25S27,221
Ba1Er1O3,221
Ac1Mg1O3,221
Sm3Al1,221
Pa3Zn1,221
Y3Cd1,221
Sr8Ca1Cu4Re3O24,221
Co1Rh3,221
Lu1Ni3,221
Zr1Pb1O3,221
Mn1Zn1,221
Ba1Eu3,221
Ti1Cu1,221
Rb1Nb1O3,221
Th1Pa3,221
Ce1Nd3,221
Fe3Ni1,221
Cd3Ni1,221
Ba1Th1O3,221
Na1Ag3,221
Co1Ag1F3,221
Rb3Cd1,221
Cu3Sb1,221
U1Te1,221
Ba1Os1O3,221
K6Li1Fe24S26Cl1,221
Ti3Nb1,221
Ir1Pt3,221
K1Te1O3,221
Na3Zn1,221
Ba1Ru1O3,221
Pu1Te1,221
K1Ru1O3,221
Sn3Bi1,221
Fe3Sn1,221
Mn3Sb1,221
Ga1Pd1,221
Ag1Hg1,221
Lu3Hg1,221
La1Mg3,221
Sc3In1B1,221
Mn3Ir1N1,221
Ce1Ti1O3,221
Sr1Mo1O3,221
Tb3Hg1,221
Ca3Hg33,221
Na1Ti1O3,221
Sr1Sc1O3,221
Pr1Al3,221
Ga1Ag1,221
Ce1Pr3,221
Rb1Os1O3,221
Gd1Al1O3,221
Ni1Au3,221
Th1Sb1,221
Ce3Gd1,221
Ho3Zr1,221
Nb1Tl1O3,221
Na1V1F3,221
Sr1Rh1O3,221
La1Cr1O3,221
Mg3Ti1H8,221
Mg41Al67,221
In3Sb1,221
Tm1Ru3,221
Tm3Hg1,221
Pr1Te1,221
Dy3Hg1,221
Al1Ag1O3,221
In1Ni1,221
Tl1Bi3,221
K1Bi1O3,221
Dy3Zr1,221
Eu1Fe1O3,221
Nd1Ge3,221
Sr3As1P1,221
Eu1Zr1O3,221
Mg1Ni3,221
Na3Mg1,221
Ga3Pb1,221
Ho3Hg1,221
Er3Hg1,221
Mn3Au1N1,221
Ta1Ti3,221
Eu1Co1O3,221
Tb3Eu1,221
Sn3Sb1,221
Na1Mo1O3,221
Y1B1Pt3,221
Mg64Si32Bi1,221
Eu1Mo1O3,221
Ga3Ge1,221
Ce3Er1,221
Ce3Ho1,221
Rb1Sb1O3,221
Sr1Os1O3,221
Yb1Ti1O3,221
Cr1Fe3,221
La3Zn1,221
Ba1Dy1O3,221
Ba1Rh1O3,221
Dy3Ga1,221
Na3Yb1,221
Ba1Pt1O3,221
Rb1F1,221
Rb1Na3H4,221
Ce3Dy1,221
Nd5Mn8Pb3O24,221
Pr1Ge3,221
Ti3Cd1,221
Hf1H3,221
V3Au1,221
Ho3Ga1,221
Sr3Pb1,221
Na3Ga1,221
Mn3Ag1N1,221
Ca3Hg1,221
Er3Ga1,221
Ce3Pm1,221
Zr3Ag1,221
Sm1B1Pd3,221
Ce1Al1,221
Ti1Au1,221
Lu1B6,221
K1F1,221
Yb1Al3,221
Mg1Bi1,221
Cs1Au1F3,221
Nd1B1Pd3,221
Pr1B1Pd3,221
Pr1Ti1O3,221
K1Sr3,221
Zn3Cr1,221
Sr1Mg3,221
K1Mo1O3,221
Ca1V1O3,221
Hg1Pt3,221
Cs1In1F3,221
Sr3Bi1Sb1,221
Tl3Ag1,221
Sn1Bi1,221
Ta1Tl1O3,221
Yb1As3,221
Cs1Sm1Cl3,221
Mn3Hg1N1,221
Mn3Ge1,221
Sr1Ag1O3,221
Cs1F1,221
Li8N1O3,221
Ti3Cu1,221
Sr1Cr1O3,221
Gd1B1Pd3,221
Al1Pt1,221
Al1Sb1O3,221
U1Bi1,221
Ca3Bi1Sb1,221
Ho1B1Pd3,221
Gd3Zn1,221
Ce3Mn1Al24Cu8,221
Er1B1Pd3,221
Tm1B1Pd3,221
Dy1B1Pd3,221
Lu1B1Pd3,221
Tb1B1Pd3,221
Sr3Sn1,221
Cu3Pd1N1,221
Tl1Bi1,221
Yb1Dy3,221
Ag1Hg3,221
Ag3Sb1Te4,221
Rb1Rh1O3,221
Li3Mg8Si4,221
Mn1Pb1O3,221
Ir1O3,221
Ca8Ti1Mn7O24,221
Cs3Hg1,221
Eu1Tl1,221
Ba1V1O3,221
K3Ag1,221
Ga3Cu1,221
B6Pb1,221
Sn1Pb1O3,221
Np1Ga3,221
Mo1Pb1O3,221
Ba1Tb1O3,221
Ca1Co1O3,221
Dy3Bi1,221
Ga1Bi3,221
Mg3Co1O4,221
Ca1Mn1O3,221
Ce1Te1,221
Na1Mg3,221
Yb1Ga1O3,221
Ba1Tl1O3,221
Cd1Bi3,221
Ba3Bi1Sb1,221
La8Al7B1O24,221
K1Pt1O3,221
K3Ba1,221
K1,221
Y3Ga1,221
Sm1Ni1O3,221
Zr1H3,221
Li1Ac1O3,221
Sr1Ca7Mn8O24,221
Cr3Sn1N1,221
La3Ag1,221
Tl1Au3,221
Hg1Bi3,221
Ba6Fe25S27,221
Ti3Au1,221
Ba3As1P1,221
Ba1Ni1O3,221
Zr3Pt1,221
Sm1Cu1O3,221
